"symbol","name","market","asset_type","country"
"MGRB","Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060","NYSE","equity","usa"
"MGRD","Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061","NYSE","equity","usa"
"MGRE","Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064","NYSE","equity","usa"
"MGY","Magnolia Oil & Gas Corporation Class A Common Stock","NYSE","equity","usa"
"MHD","Blackrock MuniHoldings Fund Inc. Common Stock","NYSE","equity","usa"
"MHF","Western Asset Municipal High Income Fund Inc. Common Stock","NYSE","equity","usa"
"MHI","Pioneer Municipal High Income Fund Inc.","NYSE","equity","usa"
"MHK","Mohawk Industries Inc. Common Stock","NYSE","equity","usa"
"MHN","Blackrock MuniHoldings New York Quality Fund Inc. Common Stock","NYSE","equity","usa"
"MHO","M/I Homes Inc. Common Stock","NYSE","equity","usa"
"MIN","MFS Intermediate Income Trust Common Stock","NYSE","equity","usa"
"MIR","Mirion Technologies Inc. Class A Common Stock","NYSE","equity","usa"
"MITN","AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029","NYSE","equity","usa"
"MITT","AG Mortgage Investment Trust Inc. Common Stock","NYSE","equity","usa"
"MITT^A","AG Mortgage Investment Trust Inc. 8.25% Preferred Series A","NYSE","equity","usa"
"MITT^B","AG Mortgage Investment Trust Inc. Preferred Series B","NYSE","equity","usa"
"MITT^C","AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share","NYSE","equity","usa"
"MIY","Blackrock MuniYield Michigan Quality Fund Inc. Common Stock","NYSE","equity","usa"
"MKC","McCormick & Company Incorporated Common Stock","NYSE","equity","usa"
"MKFG","Markforged Holding Corporation Common Stock","NYSE","equity","usa"
"MKL","Markel Group Inc. Common Stock","NYSE","equity","usa"
"ML","MoneyLion Inc. Class A Common Stock","NYSE","equity","usa"
"MLI","Mueller Industries Inc. Common Stock","NYSE","equity","usa"
"MLM","Martin Marietta Materials Inc. Common Stock","NYSE","equity","usa"
"MLNK","MeridianLink Inc. Common Stock","NYSE","equity","usa"
"MLP","Maui Land & Pineapple Company Inc. Common Stock","NYSE","equity","usa"
"MLR","Miller Industries Inc. Common Stock","NYSE","equity","usa"
"MMC","Marsh & McLennan Companies Inc. Common Stock","NYSE","equity","usa"
"MMD","MainStay MacKay DefinedTerm Municipal Opportunities Fund","NYSE","equity","usa"
"MMI","Marcus & Millichap Inc. Common Stock","NYSE","equity","usa"
"MMM","3M Company Common Stock","NYSE","equity","usa"
"MMS","Maximus Inc. Common Stock","NYSE","equity","usa"
"MMT","MFS Multimarket Income Trust Common Stock","NYSE","equity","usa"
"MMU","Western Asset Managed Municipals Fund Inc. Common Stock","NYSE","equity","usa"
"MO","Altria Group Inc.","NYSE","equity","usa"
"MOD","Modine Manufacturing Company Common Stock","NYSE","equity","usa"
"MODG","Topgolf Callaway Brands Corp. Common Stock","NYSE","equity","usa"
"MODN","Model N Inc. Common Stock","NYSE","equity","usa"
"MOH","Molina Healthcare Inc Common Stock","NYSE","equity","usa"
"MOS","Mosaic Company (The) Common Stock","NYSE","equity","usa"
"MOV","Movado Group Inc. Common Stock","NYSE","equity","usa"
"MP","MP Materials Corp. Common Stock","NYSE","equity","usa"
"MPA","Blackrock MuniYield Pennsylvania Quality Fund Common Stock","NYSE","equity","usa"
"MPC","Marathon Petroleum Corporation Common Stock","NYSE","equity","usa"
"MPLN","MultiPlan Corporation Class A Common Stock","NYSE","equity","usa"
"MPLX","MPLX LP Common Units Representing Limited Partner Interests","NYSE","equity","usa"
"MPV","Barings Participation Investors Common Stock","NYSE","equity","usa"
"MPW","Medical Properties Trust Inc. common stock","NYSE","equity","usa"
"MPX","Marine Products Corporation Common Stock","NYSE","equity","usa"
"MQT","Blackrock MuniYield Quality Fund II Inc. Common Stock","NYSE","equity","usa"
"MQY","Blackrock MuniYield Quality Fund Inc. Common Stock","NYSE","equity","usa"
"MRC","MRC Global Inc. Common Stock","NYSE","equity","usa"
"MRDB","MariaDB plc Ordinary Shares","NYSE","equity","usa"
"MRK","Merck & Company Inc. Common Stock (new)","NYSE","equity","usa"
"MRO","Marathon Oil Corporation Common Stock","NYSE","equity","usa"
"MS","Morgan Stanley Common Stock","NYSE","equity","usa"
"MS^A","Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A","NYSE","equity","usa"
"MS^E","Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E","NYSE","equity","usa"
"MS^F","Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag","NYSE","equity","usa"
"MS^I","Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum)","NYSE","equity","usa"
"MS^K","Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K","NYSE","equity","usa"
"MS^L","Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L","NYSE","equity","usa"
"MS^O","Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O","NYSE","equity","usa"
"MS^P","Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P","NYSE","equity","usa"
"MSA","MSA Safety Incorporated Common Stock","NYSE","equity","usa"
"MSB","Mesabi Trust Common Stock","NYSE","equity","usa"
"MSCI","MSCI Inc. Common Stock","NYSE","equity","usa"
"MSD","Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock","NYSE","equity","usa"
"MSDL","Morgan Stanley Direct Lending Fund Common Stock","NYSE","equity","usa"
"MSGE","Madison Square Garden Entertainment Corp. Class A Common Stock","NYSE","equity","usa"
"MSGS","Madison Square Garden Sports Corp. Class A Common Stock (New)","NYSE","equity","usa"
"MSI","Motorola Solutions Inc. Common Stock","NYSE","equity","usa"
"MSM","MSC Industrial Direct Company Inc. Common Stock","NYSE","equity","usa"
"MTAL","Metals Acquisition Limited Ordinary Shares","NYSE","equity","usa"
"MTB","M&T Bank Corporation Common Stock","NYSE","equity","usa"
"MTB^H","M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H","NYSE","equity","usa"
"MTB^J","M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J","NYSE","equity","usa"
"MTDR","Matador Resources Company Common Stock","NYSE","equity","usa"
"MTG","MGIC Investment Corporation Common Stock","NYSE","equity","usa"
"MTH","Meritage Homes Corporation Common Stock","NYSE","equity","usa"
"MTN","Vail Resorts Inc. Common Stock","NYSE","equity","usa"
"MTR","Mesa Royalty Trust Common Stock","NYSE","equity","usa"
"MTRN","Materion Corporation","NYSE","equity","usa"
"MTUS","Metallus Inc. Common Shares","NYSE","equity","usa"
"MTW","Manitowoc Company Inc. (The) Common Stock","NYSE","equity","usa"
"MTX","Minerals Technologies Inc. Common Stock","NYSE","equity","usa"
"MTZ","MasTec Inc. Common Stock","NYSE","equity","usa"
"MUA","Blackrock MuniAssets Fund Inc Common Stock","NYSE","equity","usa"
"MUC","Blackrock MuniHoldings California Quality Fund Inc.  Common Stock","NYSE","equity","usa"
"MUE","Blackrock MuniHoldings Quality Fund II Inc. Common Stock","NYSE","equity","usa"
"MUI","BlackRock Municipal Income Fund Inc. Common Stock","NYSE","equity","usa"
"MUJ","Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock","NYSE","equity","usa"
"MUR","Murphy Oil Corporation Common Stock","NYSE","equity","usa"
"MUSA","Murphy USA Inc. Common Stock","NYSE","equity","usa"
"MVF","Blackrock MuniVest Fund Inc. Common Stock","NYSE","equity","usa"
"MVO","MV Oil Trust Units of Beneficial Interests","NYSE","equity","usa"
"MVT","Blackrock MuniVest Fund II Inc.  Common Stock","NYSE","equity","usa"
"MWA","MUELLER WATER PRODUCTS Common Stock","NYSE","equity","usa"
"MXE","Mexico Equity and Income Fund Inc. (The) Common Stock","NYSE","equity","usa"
"MXF","Mexico Fund Inc. (The) Common Stock","NYSE","equity","usa"
"MYD","Blackrock MuniYield Fund Inc.  Common Stock","NYSE","equity","usa"
"MYE","Myers Industries Inc. Common Stock","NYSE","equity","usa"
"MYI","Blackrock MuniYield Quality Fund III Inc Common Stock","NYSE","equity","usa"
"MYN","Blackrock MuniYield New York Quality Fund Inc.Common Stock","NYSE","equity","usa"
"NABL","N-able Inc. Common Stock","NYSE","equity","usa"
"NAC","Nuveen California Quality Municipal Income Fund","NYSE","equity","usa"
"NAD","Nuveen Quality Municipal Income Fund Common Stock","NYSE","equity","usa"
"NAN","Nuveen New York Quality Municipal Income Fund Common Stock","NYSE","equity","usa"
"NAPA","The Duckhorn Portfolio Inc. Common Stock","NYSE","equity","usa"
"NATL","NCR Atleos Corporation Common Stock","NYSE","equity","usa"
"NAZ","Nuveen Arizona Quality Municipal Income Fund Common Stock","NYSE","equity","usa"
"NBB","Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest","NYSE","equity","usa"
"NBHC","National Bank Holdings Corporation Common Stock","NYSE","equity","usa"
"NC","NACCO Industries Inc. Common Stock","NYSE","equity","usa"
"NCA","Nuveen California Municipal Value Fund","NYSE","equity","usa"
"NCLH","Norwegian Cruise Line Holdings Ltd. Ordinary Shares","NYSE","equity","usa"
"NCV","Virtus Convertible & Income Fund Common Shares of Beneficial Interest","NYSE","equity","usa"
"NCV^A","Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares","NYSE","equity","usa"
"NCZ","Virtus Convertible & Income Fund II Common Shares of Beneficial Interest","NYSE","equity","usa"
"NCZ^A","Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares","NYSE","equity","usa"
"NDP","Tortoise Energy Independence Fund Inc. Common Stock","NYSE","equity","usa"
"NE","Noble Corporation plc A Ordinary Shares","NYSE","equity","usa"
"NEA","Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01","NYSE","equity","usa"
"NEE","NextEra Energy Inc. Common Stock","NYSE","equity","usa"
"NEE^N","NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079","NYSE","equity","usa"
"NEE^R","NextEra Energy Inc. 6.926% Corporate Units","NYSE","equity","usa"
"NEM","Newmont Corporation","NYSE","equity","usa"
"NEP","NextEra Energy Partners LP Common Units representing limited partner interests","NYSE","equity","usa"
"NET","Cloudflare Inc. Class A Common Stock","NYSE","equity","usa"
"NEU","NewMarket Corp Common Stock","NYSE","equity","usa"
"NEUE","NeueHealth Inc. Common Stock","NYSE","equity","usa"
"NFG","National Fuel Gas Company Common Stock","NYSE","equity","usa"
"NFJ","Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest","NYSE","equity","usa"
"NGL","NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests","NYSE","equity","usa"
"NGL^B","NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests","NYSE","equity","usa"
"NGL^C","NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests","NYSE","equity","usa"
"NGS","Natural Gas Services Group Inc. Common Stock","NYSE","equity","usa"
"NGVC","Natural Grocers by Vitamin Cottage Inc. Common Stock","NYSE","equity","usa"
"NGVT","Ingevity Corporation Common Stock ","NYSE","equity","usa"
"NHI","National Health Investors Inc. Common Stock","NYSE","equity","usa"
"NI","NiSource Inc Common Stock","NYSE","equity","usa"
"NIC","Nicolet Bankshares Inc. Common Stock","NYSE","equity","usa"
"NIE","Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest","NYSE","equity","usa"
"NIM","Nuveen Select Maturities Municipal Fund Common Stock","NYSE","equity","usa"
"NINE","Nine Energy Service Inc. Common Stock","NYSE","equity","usa"
"NIO","NIO Inc. American depositary shares each  representing one Class A ordinary share","NYSE","equity","usa"
"NJR","NewJersey Resources Corporation Common Stock","NYSE","equity","usa"
"NKE","Nike Inc. Common Stock","NYSE","equity","usa"
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","NYSE","equity","usa"
"NL","NL Industries Inc. Common Stock","NYSE","equity","usa"
"NLOP","Net Lease Office Properties Common Shares of Beneficial Interest","NYSE","equity","usa"
"NLY","Annaly Capital Management Inc. Common Stock","NYSE","equity","usa"
"NLY^F","Annaly Capital Management Inc 6.95% Series F","NYSE","equity","usa"
"NLY^G","Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NYSE","equity","usa"
"NLY^I","Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","NYSE","equity","usa"
"NMI","Nuveen Municipal Income Fund Inc. Common Stock","NYSE","equity","usa"
"NMS","Nuveen Minnesota Quality Municipal Income Fund ","NYSE","equity","usa"
"NMT","Nuveen Massachusetts Quality Municipal Income Fund Common Stock","NYSE","equity","usa"
"NMZ","Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share","NYSE","equity","usa"
"NNI","Nelnet Inc. Common Stock","NYSE","equity","usa"
"NNN","NNN REIT Inc. Common Stock","NYSE","equity","usa"
"NNY","Nuveen New York Municipal Value Fund Common Stock","NYSE","equity","usa"
"NOC","Northrop Grumman Corporation Common Stock","NYSE","equity","usa"
"NOG","Northern Oil and Gas Inc. Common Stock","NYSE","equity","usa"
"NOM","Nuveen Missouri Quality Municipal Income Fund ","NYSE","equity","usa"
"NOTE","FiscalNote Holdings Inc. Class A common stock","NYSE","equity","usa"
"NOV","NOV Inc. Common Stock","NYSE","equity","usa"
"NOVA","Sunnova Energy International Inc. Common Stock","NYSE","equity","usa"
"NOW","ServiceNow Inc. Common Stock","NYSE","equity","usa"
"NPK","National Presto Industries Inc. Common Stock","NYSE","equity","usa"
"NPO","Enpro Inc. Common Stock","NYSE","equity","usa"
"NPV","Nuveen Virginia Quality Municipal Income Fund Common Stock","NYSE","equity","usa"
"NPWR","NET Power Inc. Class A Common Stock","NYSE","equity","usa"
"NQP","Nuveen Pennsylvania Quality Municipal Income Fund Common Stock","NYSE","equity","usa"
"NR","Newpark Resources Inc. Common Stock","NYSE","equity","usa"
"NRDY","Nerdy Inc. Class A Common Stock","NYSE","equity","usa"
"NREF","NexPoint Real Estate Finance Inc. Common Stock","NYSE","equity","usa"
"NREF^A","NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock","NYSE","equity","usa"
"NRG","NRG Energy Inc. Common Stock","NYSE","equity","usa"
"NRGV","Energy Vault Holdings Inc. Common Stock","NYSE","equity","usa"
"NRK","Nuveen New York AMT-Free Quality Municipal Income Fund ","NYSE","equity","usa"
"NRP","Natural Resource Partners LP Limited Partnership","NYSE","equity","usa"
"NRT","North European Oil Royality Trust Common Stock","NYSE","equity","usa"
"NRUC","National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes)","NYSE","equity","usa"
"NS^A","Nustar Energy L.P. 8.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units","NYSE","equity","usa"
"NS^B","Nustar Energy L.P. 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests","NYSE","equity","usa"
"NS^C","Nustar Energy L.P. 9.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units","NYSE","equity","usa"
"NSA","National Storage Affiliates Trust Common Shares of Beneficial Interest","NYSE","equity","usa"
"NSA^A","National Storage Affiliates Trust 6.000% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest (Liquidation Preference $25.00 per share)","NYSE","equity","usa"
"NSC","Norfolk Southern Corporation Common Stock","NYSE","equity","usa"
"NSP","Insperity Inc. Common Stock","NYSE","equity","usa"
"NSS","NuStar Logistics L.P. 7.625% Fixed-to-Floating Rate Subordinated Notes due 2043","NYSE","equity","usa"
"NTST","NetSTREIT Corp. Common Stock","NYSE","equity","usa"
"NUE","Nucor Corporation Common Stock","NYSE","equity","usa"
"NUS","Nu Skin Enterprises Inc. Common Stock","NYSE","equity","usa"
"NUV","Nuveen Municipal Value Fund Inc. Common Stock","NYSE","equity","usa"
"NUVB","Nuvation Bio Inc. Class A Common Stock","NYSE","equity","usa"
"NUW","Nuveen AMT-Free Municipal Value Fund","NYSE","equity","usa"
"NVG","Nuveen AMT-Free Municipal Credit Income Fund ","NYSE","equity","usa"
"NVR","NVR Inc. Common Stock","NYSE","equity","usa"
"NVRI","Enviri Corporation Common Stock","NYSE","equity","usa"
"NVRO","Nevro Corp. Common Stock","NYSE","equity","usa"
"NVST","Envista Holdings Corporation Common Stock","NYSE","equity","usa"
"NWN","Northwest Natural Holding Company Common Stock","NYSE","equity","usa"
"NX","Quanex Building Products Corporation Common Stock","NYSE","equity","usa"
"NXC","Nuveen California Select Tax-Free Income Portfolio Common Stock","NYSE","equity","usa"
"NXDT","NexPoint Diversified Real Estate Trust Common Stock","NYSE","equity","usa"
"NXDT^A","NexPoint Diversified Real Estate Trust 5.50% Series A Cumulative Preferred Shares ($25.00 liquidation preference per share)","NYSE","equity","usa"
"NXJ","Nuveen New Jersey Qualified Municipal Fund ","NYSE","equity","usa"
"NXN","Nuveen New York Select Tax-Free Income Portfolio Common Stock","NYSE","equity","usa"
"NXP","Nuveen Select Tax Free Income Portfolio Common Stock","NYSE","equity","usa"
"NXRT","NexPoint Residential Trust Inc. Common Stock","NYSE","equity","usa"
"NYCB","New York Community Bancorp Inc. Common Stock","NYSE","equity","usa"
"NYCB^A","New York Community Bancorp Inc. Depositary shares each representing a 1/40th interest in a share of Fixed-to-Floating Rate Series A Noncumulative Perpetual Preferred Stock","NYSE","equity","usa"
"NYCB^U","New York Community Bancorp Inc. New York Community Capital Tr V (BONUSES)","NYSE","equity","usa"
"NYT","New York Times Company (The) Common Stock","NYSE","equity","usa"
"NZF","Nuveen Municipal Credit Income Fund ","NYSE","equity","usa"
"O","Realty Income Corporation Common Stock","NYSE","equity","usa"
"O^","Realty Income Corporation 6.000% Series A Cumulative Redeemable Preferred Stock","NYSE","equity","usa"
"OAK^A","Brookfield Oaktree Holdings LLC 6.625% Series A Preferred Units","NYSE","equity","usa"
"OAK^B","Brookfield Oaktree Holdings LLC 6.550% Series B Preferred Units","NYSE","equity","usa"
"OBK","Origin Bancorp Inc. Common Stock","NYSE","equity","usa"
"OC","Owens Corning Inc Common Stock New","NYSE","equity","usa"
"OCN","Ocwen Financial Corporation NEW Common Stock","NYSE","equity","usa"
"ODC","Oil-Dri Corporation Of America Common Stock","NYSE","equity","usa"
"OGE","OGE Energy Corp Common Stock","NYSE","equity","usa"
"OGN","Organon & Co. Common Stock ","NYSE","equity","usa"
"OGS","ONE Gas Inc. Common Stock","NYSE","equity","usa"
"OHI","Omega Healthcare Investors Inc. Common Stock","NYSE","equity","usa"
"OI","O-I Glass Inc. Common Stock","NYSE","equity","usa"
"OIA","Invesco Municipal Income Opportunities Trust Common Stock","NYSE","equity","usa"
"OII","Oceaneering International Inc. Common Stock","NYSE","equity","usa"
"OIS","Oil States International Inc. Common Stock","NYSE","equity","usa"
"OKE","ONEOK Inc. Common Stock","NYSE","equity","usa"
"OLN","Olin Corporation Common Stock","NYSE","equity","usa"
"OLO","Olo Inc. Class A Common Stock","NYSE","equity","usa"
"OLP","One Liberty Properties Inc. Common Stock","NYSE","equity","usa"
"OMC","Omnicom Group Inc. Common Stock","NYSE","equity","usa"
"OMF","OneMain Holdings Inc. Common Stock","NYSE","equity","usa"
"OMI","Owens & Minor Inc. Common Stock","NYSE","equity","usa"
"ONL","Orion Office REIT Inc. Common Stock","NYSE","equity","usa"
"ONTF","ON24 Inc. Common Stock","NYSE","equity","usa"
"ONTO","Onto Innovation Inc. Common Stock","NYSE","equity","usa"
"OOMA","Ooma Inc. Common Stock","NYSE","equity","usa"
"OPAD","Offerpad Solutions Inc. Class A Common Stock","NYSE","equity","usa"
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund Inc. Common Stock","NYSE","equity","usa"
"OPP^B","RiverNorth/DoubleLine Strategic Opportunity Fund Inc. 4.75% Series B Cumulative Preferred Stock","NYSE","equity","usa"
"OPY","Oppenheimer Holdings Inc. Class A Common Stock (DE)","NYSE","equity","usa"
"ORA","Ormat Technologies Inc. Common Stock","NYSE","equity","usa"
"ORC","Orchid Island Capital Inc. Common Stock","NYSE","equity","usa"
"ORCL","Oracle Corporation Common Stock","NYSE","equity","usa"
"ORI","Old Republic International Corporation Common Stock","NYSE","equity","usa"
"ORN","Orion Group Holdings Inc. Common","NYSE","equity","usa"
"OSCR","Oscar Health Inc. Class A Common Stock","NYSE","equity","usa"
"OSG","Overseas Shipholding Group Inc. Class A Common Stock","NYSE","equity","usa"
"OSK","Oshkosh Corporation (Holding Company)Common Stock","NYSE","equity","usa"
"OTIS","Otis Worldwide Corporation Common Stock ","NYSE","equity","usa"
"OUST","Ouster Inc. Common Stock","NYSE","equity","usa"
"OUT","OUTFRONT Media Inc. Common Stock","NYSE","equity","usa"
"OWL","Blue Owl Capital Inc. Class A Common Stock","NYSE","equity","usa"
"OXM","Oxford Industries Inc. Common Stock","NYSE","equity","usa"
"OXY","Occidental Petroleum Corporation Common Stock","NYSE","equity","usa"
"PACK","Ranpak Holdings Corp Class A Common Stock","NYSE","equity","usa"
"PAG","Penske Automotive Group Inc. Common Stock","NYSE","equity","usa"
"PAI","Western Asset Investment Grade Income Fund Inc.","NYSE","equity","usa"
"PAR","PAR Technology Corporation Common Stock","NYSE","equity","usa"
"PARR","Par Pacific Holdings Inc.  Common Stock","NYSE","equity","usa"
"PATH","UiPath Inc. Class A Common Stock","NYSE","equity","usa"
"PAXS","PIMCO Access Income Fund Common Shares of Beneficial Interest","NYSE","equity","usa"
"PAY","Paymentus Holdings Inc. Class A Common Stock","NYSE","equity","usa"
"PAYC","Paycom Software Inc. Common Stock","NYSE","equity","usa"
"PB","Prosperity Bancshares Inc. Common Stock","NYSE","equity","usa"
"PBF","PBF Energy Inc. Class A Common Stock","NYSE","equity","usa"
"PBH","Prestige Consumer Healthcare Inc. Common Stock","NYSE","equity","usa"
"PBI","Pitney Bowes Inc. Common Stock","NYSE","equity","usa"
"PBI^B","Pitney Bowes Inc 6.70% Notes Due 2043","NYSE","equity","usa"
"PBT","Permian Basin Royalty Trust Common Stock","NYSE","equity","usa"
"PCF","High Income Securities Fund Common Stock","NYSE","equity","usa"
"PCG","Pacific Gas & Electric Co. Common Stock","NYSE","equity","usa"
"PCK","Pimco California Municipal Income Fund II Common Shares of Beneficial Interest","NYSE","equity","usa"
"PCM","PCM Fund Inc. Common Stock","NYSE","equity","usa"
"PCN","Pimco Corporate & Income Strategy Fund Common Stock","NYSE","equity","usa"
"PCOR","Procore Technologies Inc. Common Stock","NYSE","equity","usa"
"PCQ","PIMCO California Municipal Income Fund Common Stock","NYSE","equity","usa"
"PD","PagerDuty Inc. Common Stock","NYSE","equity","usa"
"PDI","PIMCO Dynamic Income Fund Common Stock","NYSE","equity","usa"
"PDM","Piedmont Office Realty Trust Inc. Class A Common Stock","NYSE","equity","usa"
"PDO","PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest","NYSE","equity","usa"
"PDT","John Hancock Premium Dividend Fund","NYSE","equity","usa"
"PEB","Pebblebrook Hotel Trust Common Shares of Beneficial Interest","NYSE","equity","usa"
"PEB^E","Pebblebrook Hotel Trust 6.375% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest","NYSE","equity","usa"
"PEB^F","Pebblebrook Hotel Trust 6.3% Series F Cumulative Redeemable Preferred Shares of Beneficial Interest","NYSE","equity","usa"
"PEB^G","Pebblebrook Hotel Trust 6.375% Series G Cumulative Redeemable Preferred Shares of Beneficial Interest","NYSE","equity","usa"
"PEB^H","Pebblebrook Hotel Trust 5.700% Series H Cumulative Redeemable Preferred Shares of Beneficial Interest","NYSE","equity","usa"
"PEG","Public Service Enterprise Group Incorporated Common Stock","NYSE","equity","usa"
"PEN","Penumbra Inc. Common Stock","NYSE","equity","usa"
"PEO","Adams Natural Resources Fund Inc. Common Stock","NYSE","equity","usa"
"PFD","Flaherty & Crumrine Preferred and Income Fund Incorporated","NYSE","equity","usa"
"PFE","Pfizer Inc. Common Stock","NYSE","equity","usa"
"PFGC","Performance Food Group Company Common Stock","NYSE","equity","usa"
"PFH","Prudential Financial Inc. 4.125% Junior Subordinated Notes due 2060","NYSE","equity","usa"
"PFL","PIMCO Income Strategy Fund Shares of Beneficial Interest","NYSE","equity","usa"
"PFLT","PennantPark Floating Rate Capital Ltd. Common Stock","NYSE","equity","usa"
"PFN","PIMCO Income Strategy Fund II","NYSE","equity","usa"
"PFO","Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated","NYSE","equity","usa"
"PFS","Provident Financial Services Inc Common Stock","NYSE","equity","usa"
"PFSI","PennyMac Financial Services Inc. Common Stock","NYSE","equity","usa"
"PG","Procter & Gamble Company (The) Common Stock","NYSE","equity","usa"
"PGP","Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest","NYSE","equity","usa"
"PGR","Progressive Corporation (The) Common Stock","NYSE","equity","usa"
"PGRE","Paramount Group Inc. Common Stock","NYSE","equity","usa"
"PH","Parker-Hannifin Corporation Common Stock","NYSE","equity","usa"
"PHD","Pioneer Floating Rate Fund Inc.","NYSE","equity","usa"
"PHIN","PHINIA Inc. Common Stock","NYSE","equity","usa"
"PHK","Pimco High Income Fund","NYSE","equity","usa"
"PHM","PulteGroup Inc. Common Stock","NYSE","equity","usa"
"PHR","Phreesia Inc. Common Stock","NYSE","equity","usa"
"PHT","Pioneer High Income Fund Inc.","NYSE","equity","usa"
"PHX","PHX Minerals Inc. Common Stock","NYSE","equity","usa"
"PII","Polaris Inc. Common Stock","NYSE","equity","usa"
"PIM","Putnam Master Intermediate Income Trust Common Stock","NYSE","equity","usa"
"PINE","Alpine Income Property Trust Inc. Common Stock","NYSE","equity","usa"
"PINS","Pinterest Inc. Class A Common Stock","NYSE","equity","usa"
"PIPR","Piper Sandler Companies Common Stock","NYSE","equity","usa"
"PJT","PJT Partners Inc. Class A Common Stock","NYSE","equity","usa"
"PK","Park Hotels & Resorts Inc. Common Stock ","NYSE","equity","usa"
"PKE","Park Aerospace Corp. Common Stock","NYSE","equity","usa"
"PKG","Packaging Corporation of America Common Stock","NYSE","equity","usa"
"PKST","Peakstone Realty Trust Common Shares","NYSE","equity","usa"
"PL","Planet Labs PBC Class A Common Stock","NYSE","equity","usa"
"PLD","Prologis Inc. Common Stock","NYSE","equity","usa"
"PLNT","Planet Fitness Inc. Common Stock","NYSE","equity","usa"
"PLOW","Douglas Dynamics Inc. Common Stock","NYSE","equity","usa"
"PLTR","Palantir Technologies Inc. Class A Common Stock","NYSE","equity","usa"
"PLYM","Plymouth Industrial REIT Inc. Common Stock","NYSE","equity","usa"
"PM","Philip Morris International Inc Common Stock","NYSE","equity","usa"
"PMF","PIMCO Municipal Income Fund Common Stock","NYSE","equity","usa"
"PML","Pimco Municipal Income Fund II Common Shares of Beneficial Interest","NYSE","equity","usa"
"PMM","Putnam Managed Municipal Income Trust Common Stock","NYSE","equity","usa"
"PMO","Putnam Municipal Opportunities Trust Common Stock","NYSE","equity","usa"
"PMT","PennyMac Mortgage Investment Trust Common Shares of Beneficial Interest","NYSE","equity","usa"
