"word","link","category","yomikata","description","ready"
"デット・エクイティ・スワップ","https://www.nomura.co.jp/terms/japan/te/debt_equity_swap.html","証券ビジネス","でっと・えくいてぃ・すわっぷ","債務の株式化のこと。デット（＝債務）とエクイティ（＝株式）をスワップ（＝交換）することをいう。具体的には、過剰債務・財政破綻状態にある企業の債務を債権者が債権による現物出資をおこない株式化すること、もしくは、債権者が金銭出資をおこない株式を取得し、その出資で債務の弁済を受けること（いわゆる擬似DES）で有利子負債を削減させることをさす。企業再生をおこなうための一つの手段であると考えられている。デット・エクイティ・スワップについては、単なる債務削減の技術としてとらえるのではなく、企業のバランスシートを真に継続可能な状態に作り直し、経営革新をおこなうための一つのステップとして活用される視点が、重要である。（デット・エクイティ・スワップの効果）デット・エクイティ・スワップの効果としては、次のようなことが挙げられる。・財務体質の改善債務者にとっては、負債を圧縮し、資本を増大することにより財務体質の改善をはかることができる（＝企業のバランスシートの「負債の部」に計上されていた「借入金」を、「純資産の部」の「資本金」もしくは「資本剰余金」に振替えることができる）。・経営者のモラルハザード債権者にとっては、債権の代わりに債務者の株式を保有することで、単なる債務の免除ではなく、債権者が株主として企業再建にコミットすることができることから、経営者のモラルハザードを一定程度抑制することも期待される。・株式の価値向上債務者が将来、無事再建できたときには、株式の価値が高まることにつながるであろうから、株式価値向上が期待できるならば、債権者にとっては、債権放棄よりも好ましい方法と考えることができる。","0"
"デット・デット・スワップ","https://www.nomura.co.jp/terms/japan/te/A02736.html","金融","でっと・でっと・すわっぷ","金融機関などの債権者が既存の債権を別の条件の債権に転換すること。財政破綻状態にある企業の既存の貸出債権を返済順位の低い劣後ローンに組み換え、資金繰りを改善する。過剰債務を解消し、企業再生を行うための手段のひとつ。 実現可能性が高い経営改善計画を策定するなど一定の要件を満たした場合、劣後ローンを会社の自己資本とみなすことができるため、信用リスクが軽減し、金融機関から企業が融資を受けやすくなるという効果がある。 他にも過剰債務を解消する手段として、債務を株式化するデット・エクイティ・スワップ等がある。","0"
"デッドクロス","https://www.nomura.co.jp/terms/japan/te/dead.html","分析・指標","でっどくろす","移動平均線の13週線と26週線の動きに注目する。移動平均線は、株価の平均値をとる期間が異なれば当然違った形状になる。26週線が下降局面または横ばいの状態にあるとき、13週線が26週線の上から下へ突き抜けることを一般的にデッドクロスと呼ぶ。売り場といわれているが絶対的なものではない。基本的なチャートの見方としての参考となる。","0"
"デッドハンド型防衛策","https://www.nomura.co.jp/terms/japan/te/deadhand.html","会社・経営","でっどはんどがたぼうえいさく","買収対象となった対象会社の取締役会構成員の過半数を交替させても、なお防衛策の廃止または発動を阻止できない買収防衛策の類型をデッドハンド型防衛策という。株主総会で取締役の過半数の交代が決議された場合においても、なお廃止または不発動とすることができないため、米国でもこのような買収防衛策については批判が多い。このような買収防衛策を導入している会社の株式は、事実上経営者を交代させるという株主の権利の行使が不当に制限された状態にあるものとして、金融商品取引所では上場廃止の対象とされている。","0"
"デッド・キャット・バウンス","https://www.nomura.co.jp/terms/japan/te/A01919.html","相場・格言・由来","でっど・きゃっと・ばうんす","マーケットが大きく下げた後、一時的に起きる反発のこと。英語では「Dead　Cat　Bounce」(=死んだ猫でも、高いところから落とせば弾む)で、ウォール街で使われる格言の一つ。","0"
"出直り","https://www.nomura.co.jp/terms/japan/te/denaori.html","相場・格言・由来","でなおり","株式の市場用語で、相場が堅調に推移している状態のときに使われる。一度下がった株価が、反発して堅調に推移することを指す。","0"
"デフォルト","https://www.nomura.co.jp/terms/japan/te/default.html","金融","でふぉると","債務不履行。債券に関する元利金の支払いができなくなることはこの一例である。","0"
"デフレギャップ","https://www.nomura.co.jp/terms/japan/te/A02440.html","経済","でふれぎゃっぷ","モノやサービスの需要量が潜在供給量を下回ったマイナスの需給ギャップのこと。完全雇用・完全操業であれば達成されるはずの「潜在的GDP」から実際のGDPがどれだけ下回っているかを計算して求める。不況時に起こりやすい現象で、売れ残りが出て供給過剰になるため世の中の通貨量が減少する。デフレギャップが生じて、流通する通貨量の不足した状況が続くと、物価が下落するデフレーションを引き起こす。政府・中央銀行は、金融緩和で通貨の供給量を増やしたり、政府支出を増やすなど様々な政策を行うことで、物価の安定を図る。","0"
"デフレスパイラル","https://www.nomura.co.jp/terms/japan/te/deflationary_spiral.html","経済","でふれすぱいらる","デフレーション（Deflation）と、スパイラル（Spiral＝螺旋 らせん）を掛け合わせた言葉。物価の下落と実体経済の縮小とが、相互に作用して、らせん階段を下りるようにどんどん下降していくこと。物価の下落が継続して起こり、それにつれて景気がどんどん悪くなる状況をさす。","0"
"デフレマインド","https://www.nomura.co.jp/terms/japan/te/A02927.html","経済","でふれまいんど","デフレ時代に染みついた企業や消費者の心理や行動様式。実体がどうであれ、今後も経済状況があまりよくないであろうと悲観的になる心理状態のこと。将来を不安に思い、節約や貯蓄をしてお金をあまり使わないようにしようと考えること。","0"
"デフレーション","https://www.nomura.co.jp/terms/japan/te/deflation.html","経済","でふれーしょん","物価が継続して下落する状態のこと。一般的に、省略してデフレと言われることが多い。　　　　　　　　　　　　　主な原因としては、モノやサービスの需要と供給のバランスが崩れ、需要が供給を下回ることによる物価下落が挙げられる。","0"
"デュアルカレンシー債","https://www.nomura.co.jp/terms/japan/te/dual.html","債券","でゅあるかれんしーさい","円建てと外貨建ての両面の性質を持つ債券のこと。払い込みと利払いは円で、償還はドル等外貨でおこなうものをデュアルカレンシー債、または順デュアル債という。逆に、払い込みと償還が円で、利払いがドル等外貨でおこなうものをリバースデュアルカレンシー債、または逆デュアル債という。","0"
"デュレーション","https://www.nomura.co.jp/terms/japan/te/dure.html","分析・指標","でゅれーしょん","英語表記はDuration。債券を保有することによって利子および元本（＝キャッシュフロー）を受け取ることのできるまでの期間を加重平均したもののこと。具体的には、将来受け取る予定のキャッシュフローの現在価値を計算し、それぞれの現在価値が、キャッシュフローを受け取ることができるまでのそれぞれの期間にその現在価値合計に占める構成比を乗じて計算する。つまり、債券投資の平均回収期間を示している。特徴として、債券の残存期間を超えることはなく、クーポンや最終利回りが高くなるほど、デュレーションは小さくなる（債券投資の回収までの期間が早くなる）。また、デュレーションは、債券投資の平均回収期間を示す以外に、金利がある一定の割合で変動した場合、債券価格がどの程度変化するかを示す感応度の性格ももっている。これをより直接表したものが、修正デュレーションと呼ばれる指標である。修正デュレーションは、デュレーションを（1＋最終利回り）で除することで算出される。たとえば修正デュレーションが1の場合、最終利回りが1％変化すると債券価格も1％変化することを示している。修正デュレーションが大きいほど、金利変動に対する債券価格の変動率が大きくなる。","0"
"デューデリジェンス","https://www.nomura.co.jp/terms/japan/te/due_diligence.html","証券ビジネス","でゅーでりじぇんす","英語表記はDue Diligence、日本語では「適正評価手続き」。投資家が投資をおこなう際、もしくは金融機関が引受業務をおこなう際に、投資対象のリスクリターンを適正に把握するために事前におこなう、一連の調査のこと。","0"
"デリバティブ","https://www.nomura.co.jp/terms/japan/te/deribati.html","その他有価証券","でりばてぃぶ","金融派生商品。英語での通称、Derivatives（デリバティブズ）に由来する。外国為替、債券、株式など元になる金融商品（原資産）から派生した取引を指し、原資産の価値に依存してその価格・価値が決まる。「先物取引」、「先渡し取引」、「スワップ取引」、「オプション取引」、さらにそれらを組み合わせた取引などがある。原資産そのものを取引する場合、取引者同士の資金ポジションが移転すると同時に、それに随伴する様々なリスク（権利・義務などを含む）も移転する。一方で、デリバティブを利用した場合には、取引者の資金ポジションに変化なく、それに付随するリスクのみを抽出・分解して取引することが可能となる。デリバティブ取引を活用すれば多様な取引ニーズに対応できるようになる半面、複雑で高度なリスク管理技術が必要となる。","0"
"デルタヘッジ","https://www.nomura.co.jp/terms/japan/te/A02197.html","投資（運用）スタイル","でるたへっじ","オプション取引において、デルタ値を基にオプションの価格変動リスクを回避（ヘッジ）する手法。オプションと原資産を合わせて売買することにより、原資産価格の変動による損益とオプション価格の変動による損益を相殺し、全体の損益をゼロにする。売買時にはオプションのデルタ値を基に、オプションの売買枚数に対応する原資産（もしくは先物）の売買枚数（株数）を求める。ただし実際には、仮にこの手法で原資産価格の変動からオプション価格の変動を中立化した場合でも、オプション価格はボラティリティや残存期間など、原資産価格の変動以外の他の要因でも動くため、全体の損益は他の要因が影響したものとなる。","0"
"デルタ","https://www.nomura.co.jp/terms/japan/te/A02196.html","分析・指標","でるた","オプションの価格（プレミアム）変動と原資産の価格変動との間の関係。ごく短い期間におけるオプションの理論価格の変化幅を、その期間での原資産価格の変化幅で割って計算する。グラフの横軸に原資産価格、縦軸にオプション価格をとった関係曲線を描いた場合、その曲線の傾きがデルタとなる。この曲線はオプション取引の原資産価格と権利行使価格の大小関係において、イン・ザ・マネーからアウト・オブ・ザ・マネーになるにつれ傾きが緩やかになる。例えば、コールオプションのデルタは0～1の間の数値をとり、イン・ザ・マネーになるほど1に近づき、アウト・オブ・ザ・マネーでは0に接近し、アット・ザ・マネーで0.5となる。一方、プットオプションのデルタは－1～0の間の数値をとる。デルタとは元々、数学記号として使用されるギリシャ文字の一種であり、差分、変化分、微分値などを意味する。","0"
"電子交付","https://www.nomura.co.jp/terms/japan/te/densikofu.html","制度・法律","でんしこうふ","投資家に対し、さまざまな法律によって規定されている金融取引に関する書類をインターネット等を通じて、電子的に交付したり、送付したりすること。目論見書等、投資家に提供する書類は原則として紙での書面交付が義務付けられているが、投資家による事前承諾など、一定の条件付きで電子交付が認められている。政府によるデジタル化推進の流れを受けて、金融商品取引に関する書面も原則紙から電子交付に切り替える「デジタル原則」への対応が進められている。","0"
"電子申告（e-Tax）","https://www.nomura.co.jp/terms/japan/te/A03170.html","税金","でんししんこく（いーたっくす）","インターネットを利用して申告や申請、納税など国税に関する各種手続きを電子的に行うシステム。 個人の場合、税務署に行かなくても確定申告などが自宅で処理でき、還付も早く添付書類の提出を省略できる等のメリットがある。従来は事前にマイナンバーカードの取得、開始届出書の提出、利用者識別番号の取得をしたうえ、各種ソフトのインストールや有償のICカードリーダライタを購入する必要があったが、国税庁のシステム改修により2019年から個人納税者のe-Tax利用が簡便化。確定申告の際に事前の届出や登録が不要な「マイナンバーカード方式」とマイナンバーカードやICカードリーダライタが不要な「ID・パスワード方式」が選べるようになった。給与取得者（年末調整済み）で医療費控除や寄附金控除を申告する場合はスマートフォンからの申告も可能。 一方、法人については平成30(2018)年度の税制改正により、2020年4月1日以降に開始する事業年度から資本金の額等が1億円を超える大企業に法人税や消費税の電子申告が義務付けられた（電子申告の義務化）。","0"
"電力債","https://www.nomura.co.jp/terms/japan/de/A01946.html","債券","でんりょくさい","電力会社が発行する債券をいう。電気事業法に基づく社債の一種で、一般事業債と区分される。一般事業債は担保がつかない無担保債が多いのに対して、電力債には他の債権者に優先して弁済を受けられる一般担保という特殊な担保がついている。","0"
"電力融通","https://www.nomura.co.jp/terms/japan/te/A03361.html","経済","でんりょくゆうづう","電力が不足しているところと、余っているところとで、電力会社同士が相互に電力を融通しあうこと。自然災害や発電所の停止などにより電力が不足する場合に、電力が余っている他の地域に供給を依頼し、電力不足を補う。 国内の電力会社間のみならず、欧州などでは国家間での電力融通も行われている。","0"
"データポータビリティー","https://www.nomura.co.jp/terms/japan/te/A03205.html","経済","でーたぽーたびりてぃー","個人が政府や企業に提供したデータを自分で管理し、自由に「持ち運ぶ」ことができる仕組み。自身のデータへのアクセスや第三者への移管がいつでも可能になることで、データの再利用や効果的な活用によるサービスの向上や新たな価値の創造などが期待される。一方で、プライバシー保護との両立などセキュリティー対策が課題となっている。 欧州連合（ＥＵ）では、データの保護法制を一本化した「一般データ保護規則（GDPR）」のもと2018年5月からデータポータビリティーの導入が始まった。","0"
"データマイニング","https://www.nomura.co.jp/terms/japan/te/A03133.html","経済","でーたまいにんぐ","大量のデータの集合をコンピューターによって直接解析し、未知の事実やルール、パターンなどを見つけること。統計学や人工知能、機械学習などの技術を駆使し、回帰分析やクラスタリング、相関ルールの抽出など様々な分析手法を組み合わせることで有用な情報や仮説を導き出す。 マーケティングやリスク管理、業務の効率化などの企業活動に加え、政策評価や遺伝子解析、医療など幅広い領域で活用されている。","0"
"当期純利益","https://www.nomura.co.jp/terms/japan/to/tokirieki.html","財務分析","とうきじゅんりえき","会社法の計算規則による損益計算書上において、税引前当期純利益から「法人税、住民税および事業税」と税効果会計により生じる「法人税等調整額」を差し引いた利益のこと。計算後、利益ではなく損失となった場合は、当期純損失という。旧商法の計算書類規則では「当期利益」と呼んでいたが、会社法の計算規則では、旧証券取引法（現在の金融商品取引法）の財務諸表等規則同様、「当期純利益」と呼ぶ。","0"
"投機的格付け","https://www.nomura.co.jp/terms/japan/to/a01881.html","分析・指標","とうきてきかくづけ","格付け会社が債券に付与する格付けのうち「BB」格以下の格付けのこと（日本のR&Iや米S&P、フィッチなどの場合。米ムーディーズでは「Ba」格以下）。信用リスクの高い格付けで、「投資不適格格付け」ともいう。相対的に信用リスクの低い「投資適格格付け」と対比される。一般的に、投機的格付けを付与された債券は投資適格債と比べて債務不履行の可能性が高い分、高めの利回りが期待できることから「ハイ・イールド債」と呼ばれる。","0"
"投機的水準","https://www.nomura.co.jp/terms/japan/to/toukiteki.html","債券","とうきてきすいじゅん","社債や発行体の債務を償還する確実性を表すもので、債務が履行されない可能性が高い状態のこと。「投資不適格」ともいう。主な格付け会社では「ダブルB格相当以下」を投機的としている。投機的水準の企業が発行する債券はジャンク債あるいはハイ・イールド債と呼ばれ、相対的に金利が高く、リスクが高くなる。対義語は「投資適格」。","0"
"東京ゴールドスポット100（金限日取引）","https://www.nomura.co.jp/terms/japan/to/A02566.html","取引（売買）","とうきょうごーるどすぽっと100（きんげんにちとりひき）","大阪取引所（OSE）に上場する金（ゴールド）の限日取引。金の理論スポット価格を取引対象とする証拠金取引で、売り買いどちらからでも取引を始めることができる。反対売買をしない限り、ポジションは自動的に翌営業日に持ち越されるため、決済期限がなく長期保有が可能となる。","0"
"東京証券取引所","https://www.nomura.co.jp/terms/japan/to/A03310.html","証券市場","とうきょうしょうけんとりひきじょ","日本取引所グループ（JPX）の現物市場を運営する法人で、正式名称は株式会社東京証券取引所（Tokyo Stock Exchange, Inc.）、略称は東証。日本最大の証券取引所。流動性（株主数・流通株式・時価総額など）やコーポレート・ガバナンスなどの上場審査基準によって、「プライム市場」、「スタンダード市場」、「グロース市場」の3つの市場区分がある。 2022年4月4日以前は市場第一部、市場第二部、マザーズ、JASDAQ（スタンダード・グロース）などの市場に分かれていたが、上場基準の見直しと各市場のコンセプトの明確化をはかるため市場区分が再編された。","0"
"東京商品取引所","https://www.nomura.co.jp/terms/japan/to/A03309.html","証券市場","とうきょうしょうひんとりひきじょ","日本取引所グループの商品取引市場を運営する法人。正式名称は株式会社東京商品取引所（Tokyo Commodity Exchange, Inc.）、略称はTOCOM。 2019年10月に日本取引所グループと経営統合を行い、その子会社となる。2020年7月に貴金属、ゴム、農産物市場を大阪取引所に移管したため、石油先物取引と電力先物取引のみの取り扱いとなっている。","0"
"東京レポ・レート","https://www.nomura.co.jp/terms/japan/to/A02414.html","金利・為替","とうきょうれぽ・れーと","正式名称は「東京レポ・レート（レファレンス先平均値）」。短期金融市場で、機関投資家が資金調達を行うレポ金利（現金担保付債券貸借取引）市場の実勢を反映した指標レートのこと。具体的には、レファレンス先（国内大手金融機関など）から報告されたレートのうち、対象期間ごとに上位および下位15％相当を除いた単純平均値を、毎営業日（午後0時半頃）に発表している。2007年から日本銀行が公表を開始し、2012年10月29日以降は日本証券業協会が公表主体となっている。","0"
"等金額リバランス","https://www.nomura.co.jp/terms/japan/to/toukingaku_rebalance.html","投資（運用）スタイル","とうきんがくりばらんす","複数の投資対象に同金額を投資し、一定期間の後に、それぞれの投資対象のパフォーマンスをふまえて、値上がりしているものを一部売却し、値下りしているものを買い増しをし、改めて等金額投資をおこなうこと。 ","0"
"投機","https://www.nomura.co.jp/terms/japan/to/speculation.html","投資（運用）スタイル","とうき","短期的なキャピタルゲインの取得を目的とした投資。思惑に基づいた売買なども含む。ただしこの概念はあくまでも抽象的なものであり、実際には、「投資」との区別を、明確にすることができないことが多い。","0"
"当限","https://www.nomura.co.jp/terms/japan/to/tougiri.html","取引（売買）","とうぎり","最も取引最終日の近い限月のこと。","0"
"統合報告書","https://www.nomura.co.jp/terms/japan/to/A02776.html","ディスクロージャー","とうごうほうこくしょ","統合報告書とは、企業の売上や資産など法的に開示が定められた財務情報に加え、企業統治や社会的責任（ＣＳＲ）、知的財産などの非財務情報をまとめたもの。欧米を中心とした海外機関投資家が投資の際、企業の社会的責任を重要視し始めたことを契機に、海外の企業で財務情報と非財務情報をまとめて発行するようになった。日本でも金融庁と東証が策定したコーポレートガバナンス・コードにおいて、企業側に対し、非財務情報の開示を主体的に取り組むことを促しており、統合報告書を発行する企業が増加している。","0"
"統合報告","https://www.nomura.co.jp/terms/japan/to/A02189.html","企業会計","とうごうほうこく","企業の情報開示において、決算報告などの「財務情報」と企業の社会的責任（CSR)への取り組みの報告などの「非財務情報」を統合して報告する枠組み。IIRC（International Integrated Reporting Council、国際統合報告委員会）が推進している。","0"
"当座資産","https://www.nomura.co.jp/terms/japan/to/tozasisan.html","財務分析","とうざしさん","流動資産のうち、現金および短期間で容易に換金可能な資産のことをいう。これに属するものとして、現金、1年以内に引き出し可能な預金、売掛金・受取手形などの営業債権、売買目的有価証券、1年以内に満期の到来する債券などがある。","0"
"当座比率","https://www.nomura.co.jp/terms/japan/to/tozahiritu.html","財務分析","とうざひりつ","企業の短期的な債務支払い能力を分析・判断するときに用いられる指標のひとつ。下記の計算式で計算できる。当座比率（％）　＝　当座資産　÷　流動負債 × 100短期のうちに返済・支払期限が到来する流動負債に対して現金および預金、売掛金、受取手形、市場で売却可能な有価証券などの当座資産がどれくらいあるかをその割合で示す指標である。同じく企業の短期的な負債への支払い能力をみる指標として、流動資産を流動負債で割った「流動比率」があるが、流動資産には不良在庫（棚卸資産）が含まれていることがあるため、「当座比率」のほうが、より厳密に企業の財務体質の安全性を判断することができる。一般的に当座比率100％以上が望ましいとされる。","0"
"当座預金","https://www.nomura.co.jp/terms/japan/to/A02264.html","金融","とうざよきん","手形や小切手の決済をする預金のことで主に企業や個人事業主が利用する。預け入れは1円以上1円単位で満期はなく、無利息。預金保険制度により元本が保証される。公共料金の支払いや、株式配当金などを受け取る決済機能もある。","0"
"投資一任契約","https://www.nomura.co.jp/terms/japan/to/A01930.html","制度・法律","とうしいちにんけいやく","金融商品取引法によると、「当事者の一方が、相手方から、金融商品の価値等の分析に基づく投資判断の全部又は一部を一任されるとともに、当該投資判断に基づき当該相手方のため投資を行うのに必要な権限を委任されることを内容とする契約をいう」と規定されている。言い換えると、投資運用業を営む業者（当事者）が顧客（相手方）に代わって投資資産の運用に伴う投資判断や投資に必要な権限を委任されて投資を行う契約のこと。投資一任契約に基づく業務の内容としては、有価証券の価値等の分析（情報分析）、銘柄の選定や数量の決定及び売買執行（投資判断）、資産管理と報告などがある。","0"
"投資型年金保険","https://www.nomura.co.jp/terms/japan/to/hengaku_nenho.html","年金・保険","とうしがたねんきんほけん","運用実績に応じて将来の年金額が変動する保険商品のことを投資型年金保険という。保険料は特別勘定で運用される。特別勘定は複数本用意されており、投資信託が特別勘定の主な投資対象として選定されている。運用期間中は、複数の特別勘定間で任意に運用実績に相当する積立金を移転することが可能である。運用期間中、被保険者に万一のことがあった場合、死亡時の積立金額が死亡給付金として支払われるが、積立金額が払込保険料を下回る場合でも、払込保険料を最低保証しているケースが一般的である。運用期間終了後は、年金または、一括での受取になるが、年金での受取時は、確定年金・終身年金など多様な年金受取方法を選択することができる。保険金の支払いはまとまった金額を一時払いする商品が多く、運用期間中は課税繰り延べ効果など税制面でのメリットがあるのも特徴的である。","0"
"投資キャッシュフロー","https://www.nomura.co.jp/terms/japan/to/A02255.html","財務分析","とうしきゃっしゅふろー","キャッシュフロー計算書の区分のうち、投資活動によるキャッシュフローをさす。設備投資などによる資金流出と、有価証券の取得と売却、有形固定資産の取得と売却、投資有価証券の取得と売却などの資金運用によるお金の増減を表す。通常、投資活動によるキャッシュフローは、先行投資による資金の支出が必要となるためマイナスになる。投資キャッシュフローを見ることで、その企業の経営戦略を判断することができる。なお、営業キャッシュフローとの合計はフリーキャッシュフローと呼ばれる。","0"
"投資銀行","https://www.nomura.co.jp/terms/japan/ta/A01993.html","金融","とうしぎんこう","政府や機関投資家など大口顧客を対象に株式や債券の引き受けによる資金調達業務、Ｍ＆Ａ(合併・買収)の仲介などを行う金融機関のこと。事業内容は商業銀行よりも証券会社に類似している。国内では大手証券会社や商業銀行が投資銀行業務の一部を手掛けていることもある。","0"
"投資顧問業","https://www.nomura.co.jp/terms/japan/to/toushikom.html","証券市場","とうしこもんぎょう","投資家に対して、株式や債券などの有価証券について、銘柄、数量、価格、売買の時期など投資判断についての助言する業務。投資顧問業を営む者は、「有価証券に係る投資顧問業の規制等に関する法律」の規定によって、内閣総理大臣の登録を受けることが必要であり、投資一任業務をおこなう業者は、登録に加え、さらに内閣総理大臣の厳重な審査に基づく認可が必要となっている。投資顧問業には、2種類の業務がある。（投資助言業務）投資助言のみをおこなう業務。投資判断は投資家自身でおこなう。（投資一任業務）投資判断と、投資に必要な権限を投資家より委任されておこなう業務。なお、2006年9月施行の金融商品取引法で、投資顧問業は、(1)投資運用業(投資一任業務、ファンド運用業務)、(2)投資助言代理業(投資助言業務、代理・媒介業務)と名前を変えた。","0"
"投資財","https://www.nomura.co.jp/terms/japan/to/i_goods.html","経済","とうしざい","家計以外で購入される製品で、機械設備、建設機械、トラック、事務機器などの「資本財」と土木工事用の資材や建築用の内装品などの「建設財」を合計したもの。","0"
"投資者保護基金","https://www.nomura.co.jp/terms/japan/to/tosisha_hogo.html","制度・法律","とうししゃほごききん","証券会社の顧客の財産は、基本的には証券会社自身の財産と分別され管理されているが、証券会社の経営破綻等によって顧客の財産が被害を受けた場合、生じた損失を投資者保護基金が補償する。顧客一人につき、1000万円を限度に払い戻す。国内で証券業を営む証券会社は、投資者保護基金に加入しなければならないことが金融商品取引法で定められている。従来、基金は、「日本投資者保護基金」と「証券投資者保護基金」があったが、平成14年7月に統合され、「日本投資者保護基金」となっている。","0"
"投資信託協会","https://www.nomura.co.jp/terms/japan/to/A02844.html","投資信託","とうししんたくきょうかい","投資者の保護と投資信託および投資法人の健全な発展に役立つことを目的として1957年7月に設立。主に投資信託を運用する投資信託委託会社が会員になっている。金融庁の認定を受けた金融商品取引法上の自主規制機関のひとつ。投資信託協会では、投資信託に関する様々な自主規制の制定、会員が法令・諸規則等を遵守しているかどうかの状況調査、監督官庁等に対する意見表明、投資信託の啓蒙・普及活動、投資信託に関する統計データのとりまとめや、投資信託評価機関に対するファンドの基礎データ提供などを行っている。","0"
"投資信託説明書","https://www.nomura.co.jp/terms/japan/to/A03100.html","投資信託","とうししんたくせつめいしょ","投資信託を販売する際、投資家に交付する開示資料のこと。目論見書ともいう。投資家への交付が義務付けられている「交付目論見書」と、投資家が請求した場合に交付する「請求目論見書」の2種類がある。交付目論見書にはファンドの目的・特色、投資のリスク、運用実績、手続き・手数料等の基本情報が記載されている。請求目論見書にはファンドの沿革や経理状況など詳細な追加情報が記載されている。","0"
"投資信託のコンセプト","https://www.nomura.co.jp/terms/japan/to/fund_concept.html","投資（運用）スタイル","とうししんたくのこんせぷと","投資信託は、商品ごとに、運用方針などのコンセプトが、あらかじめ明確に決められている。大きく分けて、「投資対象」と「投資スタイル」という2つの基準がある。","0"
"投資信託振替制度","https://www.nomura.co.jp/terms/japan/ta/A03240.html","投資信託","とうししんたくふりかえせいど","投資信託の受益証券の管理を電子的に行う制度で、2007年1月より開始。証券保管振替機構や証券会社などの金融機関に開設されたコンピュータシステム上の口座（振替口座簿）で、投資信託の設定や解約、償還などを行う。ペーパーレス化により受益証券の発行や管理にかかるコスト、紛失や盗難などのリスクが軽減される。","0"
"投資信託法","https://www.nomura.co.jp/terms/japan/to/toushi-shintakuhou.html","投資信託","とうししんたくほう","「投資信託及び投資法人に関する法律」の通称で、投資信託に関する規制を定めた特別法。投資家から集めた資金を基に、有価証券等に投資・運用し、その成果を投資家に分配する制度の適正な確立と、その運用が適正に行われることを目指すとともに、投資家を保護し、資産を安心して有効活用できる投資環境を整えることで国民経済の健全な発展を目的とする法律。制定当初は「証券投資信託法」であったが、会社型投資信託の導入を機に「証券投資信託及び証券投資法人に関する法律」に改正、さらに不動産ファンドの誕生から現在の名称に改められた。平成26年に施行された改正投資信託法では、分散投資規制、デリバティブ取引に起因するリスク量規制などの項目が改正されたほか、投資信託・投資法人が新たに投資できる資産として、「再生可能エネルギー発電設備」と「公共施設等運営権」が追加された。（平成26年12月時点）","0"
"投資信託","https://www.nomura.co.jp/terms/japan/to/fund.html","投資信託","とうししんたく","「ファンド（fund）」や「投信」とも呼ばれる。投資家から集められた資金を、専門の委託会社（運用会社）が金融資産や不動産へ投資することで運用し、その成果を出資額に応じて投資家に還元するもの。原則として元本保証はなく、リスクもリターンも投資家に帰属する。比較的少額から投資が始められ、株式や債券、REITなど複数の銘柄に分散投資できるという特徴がある。投資信託は証券会社などで購入できるが、各証券会社や金融機関によって取扱い銘柄が異なっている。投資信託は原則としてNISA口座の対象にもなっており（公社債型など一部を除く）、株式などと並び投資家の資産形成の重要な役割を担っている。","0"
"投資事業有限責任組合","https://www.nomura.co.jp/terms/japan/to/A02551.html","制度・法律","とうしじぎょうゆうげんせきにんくみあい","投資事業有限責任組合（ＬＰＳ）は、未公開ベンチャー企業が発行する有価証券への投資を目的としてベンチャーキャピタルを中心に金融機関等が組成する「投資事業組合」の一種で、「投資事業有限責任組合契約に関する法律」（ＬＰＳ法）に基づいて設立される。なお、ＬＰＳは、組合運営に関し全責任を無限に負う無限責任組合員（ゼネラルパートナー、ＧＰ）と、資金出資者であり、その責任が出資した金額のみに制限される有限責任組合員（リミテッドパートナー、ＬＰ）で構成され、設立にあたっては、第二種金融商品取引業の登録が必要となる。ただし、ＬＰＳに1名以上の適格機関投資家がいて、一般投資家が49人以下の場合には、適格機関投資家等特例業務に関する特例が適用され、登録が免除される場合がある。","0"
"投資その他の資産","https://www.nomura.co.jp/terms/japan/to/toushi_sonota.html","財務分析","とうしそのたのしさん","貸借対照表の借方の資産の部、固定資産のひとつ。企業会計原則、および財務諸表等規則による固定資産の分類では、「投資その他の資産」と呼び、商法の計算書類規則では「投資等」と呼ぶ。株式配当や預金利息など、企業が利殖を目的として投資をした長期資金のことで、投資有価証券、長期貸付金などが含まれる。","0"
"投資適格債","https://www.nomura.co.jp/terms/japan/to/t_tekikakusai.html","債券","とうしてきかくさい","相対的に信用力が高く、債務不履行（デフォルト）リスクの低い債券のことで、格付け会社ムーディーズではBaa格以上、同S&PではBBB格以上に格付けされている。それより低い格付けのものは「投機的格付債」または「ハイ・イールド債」と呼ぶ。","0"
"投資適格","https://www.nomura.co.jp/terms/japan/to/toushitekikaku.html","債券","とうしてきかく","社債や発行体の債務不履行(デフォルト）リスクが低く、信用力が高い状態のこと。主な格付け会社では「トリプルB格相当以上」を投資適格としている。相対的に金利は低いが、安全性は高い。対義語は「投機的水準」。","0"
"投資の三原則","https://www.nomura.co.jp/terms/japan/to/toushi3.html","投資理論","とうしのさんげんそく","投資方針を決定する際に考慮しなくてはならない金融商品の「収益性」「安全性」「流動性」のこと。また、リスクを抑えることを目的とした投資手法として「長期投資」「積立投資」「分散投資」を示すこともある。","0"
